DR_NO,Date Rptd,DATE OCC,TIME OCC,newdate,formatted_newdate,serialdate,day,month,year,weekday,time_text,time_serial,time,time,date_time,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201804933,1/17/20 0:00,1/17/20 0:00,1945,01/17/2020,01/17/2020,43847,17,1,2020,Sat,0.822916667,19:45,7:45 PM,7:45 PM,01/17/2020 0.822916666666667,18,Southeast,1822,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1300 1309 1310 1312 0340 0400 2038 2000 0913,37,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,236,,,,BROADWAY,98TH,33.9472,-118.2781
201409128,4/1/20 0:00,3/31/20 0:00,1900,04/01/2020,04/01/2020,43922,1,4,2020,Tue,0.791666667,19:00,7:00 PM,7:00 PM,04/01/2020 0.791666666666667,14,Pacific,1409,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 0400 1300 0913,29,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,ROBERTSON                    BL,EXPOSITION                   BL,34.0283,-118.3904
201808837,3/28/20 0:00,3/28/20 0:00,1000,03/28/2020,03/28/2020,43918,28,3,2020,Wed,0.416666667,10:00,10:00 AM,10:00 AM,03/28/2020 0.416666666666667,18,Southeast,1821,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0906 1816 0421 0443 0422 0913,39,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,600 W  94TH                         ST,,33.951,-118.2849
200109885,3/31/20 0:00,3/20/20 0:00,1200,03/31/2020,03/31/2020,43921,31,3,2020,Sat,0.5,12:00,12:00 PM,12:00 PM,03/31/2020 0.5,1,Central,185,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0432 0408 0444 0448 0418 1259 1251 2000,16,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,HILL,OLYMPIC,34.0416,-118.2584
201308672,3/25/20 0:00,3/25/20 0:00,530,03/25/2020,03/25/2020,43915,25,3,2020,Thu,0.229166667,05:30,5:30 AM,5:30 AM,03/25/2020 0.229166666666667,13,Newton,1381,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0432 1402 1813,38,M,H,501,SINGLE FAMILY DWELLING,216,SCISSORS,AA,Adult Arrest,236,998,,,6100 S  BROADWAY,,33.9862,-118.2794
201107820,3/28/20 0:00,3/28/20 0:00,2200,03/28/2020,03/28/2020,43918,28,3,2020,Mon,0.916666667,22:00,10:00 PM,10:00 PM,03/28/2020 0.916666666666667,11,Northeast,1177,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1310 2000 0416 0447 1814 0913,21,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,2600    IDELL                        ST,,34.086,-118.2248
202006466,2/20/20 0:00,2/20/20 0:00,200,02/20/2020,02/20/2020,43881,20,2,2020,Sat,0.083333333,02:00,2:00 AM,2:00 AM,02/20/2020 0.0833333333333333,20,Olympic,2026,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0416 0446 0408 0444,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,400 S  NEW HAMPSHIRE                AV,,34.0674,-118.2929
200907975,3/30/20 0:00,3/30/20 0:00,630,03/30/2020,03/30/2020,43920,30,3,2020,Mon,0.270833333,06:30,6:30 AM,6:30 AM,03/30/2020 0.270833333333333,9,Van Nuys,933,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 1414 0445 1402 0416,39,M,B,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),311,HAMMER,IC,Invest Cont,236,998,,,6300    VAN NUYS                     BL,,34.1831,-118.4523
200607486,3/7/20 0:00,3/7/20 0:00,320,03/07/2020,03/07/2020,43897,7,3,2020,Mon,0.138888889,03:20,3:20 AM,3:20 AM,03/07/2020 0.138888888888889,6,Hollywood,626,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0408,22,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,FRANKLIN,WILCOX,34.1053,-118.331
201808927,3/30/20 0:00,3/30/20 0:00,1415,03/30/2020,03/30/2020,43920,30,3,2020,Wed,0.59375,14:15,2:15 PM,2:15 PM,03/30/2020 0.59375,18,Southeast,1827,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1100 1814 0913 0329 0432 1300 0906 1816 0450,27,F,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,236,,,,CENTURY,GRAPE                        ST,33.9457,-118.2367
201507973,3/23/20 0:00,3/23/20 0:00,1445,03/23/2020,03/23/2020,43913,23,3,2020,Sat,0.614583333,14:45,2:45 PM,2:45 PM,03/23/2020 0.614583333333333,15,N Hollywood,1547,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0411 0446 2000 0400 0416 0401 1813,30,M,H,233,TATTOO PARLOR*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,11600    BURBANK                      BL,,34.1722,-118.3844
201700598,2/26/20 0:00,2/26/20 0:00,10,02/26/2020,02/26/2020,43887,26,2,2020,Thu,0.006944444,00:10,12:10 AM,12:10 AM,02/26/2020 0.00694444444444444,17,Devonshire,1777,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2024 0408 1402 1814 0913 0416 2000,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,998,,,16300    PLUMMER                      ST,,34.2429,-118.4872
201808856,3/28/20 0:00,3/28/20 0:00,2025,03/28/2020,03/28/2020,43918,28,3,2020,Sat,0.850694444,20:25,8:25 PM,8:25 PM,03/28/2020 0.850694444444445,18,Southeast,1842,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 0329 1402 0411 0913,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,236,998,,,200 W  108TH                        ST,,33.9383,-118.2762
200309372,4/2/20 0:00,4/2/20 0:00,1330,04/02/2020,04/02/2020,43923,2,4,2020,Thu,0.5625,13:30,1:30 PM,1:30 PM,04/02/2020 0.5625,3,Southwest,395,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0445 1241 1309 1813 1821 2000,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,IC,Invest Cont,236,,,,1700 W  VERNON                       AV,,34.0073,-118.3108
200208317,3/28/20 0:00,3/28/20 0:00,800,03/28/2020,03/28/2020,43918,28,3,2020,Sun,0.333333333,08:00,8:00 AM,8:00 AM,03/28/2020 0.333333333333333,2,Rampart,269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000 1813 0429 0913,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,700 S  UNION                        AV,,34.0539,-118.2712
200307508,2/27/20 0:00,2/27/20 0:00,2325,02/27/2020,02/27/2020,43888,27,2,2020,Thu,0.975694444,23:25,11:25 PM,11:25 PM,02/27/2020 0.975694444444445,3,Southwest,312,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 2002 1206 1814 0416 0446,36,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,LA BREA                      AV,JEFFERSON                    BL,34.0255,-118.3548
201607324,3/22/20 0:00,3/21/20 0:00,200,03/22/2020,03/22/2020,43912,22,3,2020,Tue,0.083333333,02:00,2:00 AM,2:00 AM,03/22/2020 0.0833333333333333,16,Foothill,1687,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000 0416 1813 0447 0913,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AO,Adult Other,236,,,,7900    TALL PINE                    CT,,34.2146,-118.3653
201604938,1/23/20 0:00,1/23/20 0:00,1100,01/23/2020,01/23/2020,43853,23,1,2020,Wed,0.458333333,11:00,11:00 AM,11:00 AM,01/23/2020 0.458333333333333,16,Foothill,1677,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000 1813 0416 0448 0444 0421 0913,36,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,7800    VIA GENOVIA                  AV,,34.2193,-118.3473
201107707,3/24/20 0:00,3/14/20 0:00,2100,03/24/2020,03/24/2020,43914,24,3,2020,Wed,0.875,21:00,9:00 PM,9:00 PM,03/24/2020 0.875,11,Northeast,1147,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0334 1814 0913 2000 1501,51,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,IC,Invest Cont,236,,,,2900    DIVISION                     ST,,34.1027,-118.2363
201100588,3/25/20 0:00,3/24/20 0:00,1900,03/25/2020,03/25/2020,43915,25,3,2020,Fri,0.791666667,19:00,7:00 PM,7:00 PM,03/25/2020 0.791666666666667,11,Northeast,1127,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0416 0400 1402 0913,33,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,998,,,200    BRANCH                       ST,,34.1174,-118.1861
200109929,4/1/20 0:00,3/31/20 0:00,2100,04/01/2020,04/01/2020,43922,1,4,2020,Thu,0.875,21:00,9:00 PM,9:00 PM,04/01/2020 0.875,1,Central,166,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2004 1814 2000 0416 0408 0913,54,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
201214985,6/19/20 0:00,6/19/20 0:00,1230,06/19/2020,06/19/2020,44001,19,6,2020,Thu,0.520833333,12:30,12:30 PM,12:30 PM,06/19/2020 0.520833333333333,12,77th Street,1241,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0400 0444 0429 0408 1814 2000 0329,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6300 S  VICTORIA                     AV,,33.9829,-118.3323
200909161,4/30/20 0:00,4/30/20 0:00,1755,04/30/2020,04/30/2020,43951,30,4,2020,Fri,0.746527778,17:55,5:55 PM,5:55 PM,04/30/2020 0.746527777777778,9,Van Nuys,971,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0444 0416 0408 0913 1414,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,14900    MOORPARK                     ST,,34.1533,-118.4574
201810759,5/7/20 0:00,5/7/20 0:00,1412,05/07/2020,05/07/2020,43958,7,5,2020,Mon,0.591666667,14:12,2:12 PM,2:12 PM,05/07/2020 0.591666666666667,18,Southeast,1841,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0411 0445 1814 2000 0913,41,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,IC,Invest Cont,236,,,,10900 S  VERMONT                      AV,,33.9373,-118.2916
200108081,2/28/20 0:00,2/28/20 0:00,2100,02/28/2020,02/28/2020,43889,28,2,2020,Thu,0.875,21:00,9:00 PM,9:00 PM,02/28/2020 0.875,1,Central,147,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2033 1218 2004 2000 0913 0448 0416 1814 0408 0906,26,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5TH,SAN PEDRO,34.0442,-118.2439
201310419,5/4/20 0:00,5/4/20 0:00,300,05/04/2020,05/04/2020,43955,4,5,2020,Wed,0.125,03:00,3:00 AM,3:00 AM,05/04/2020 0.125,13,Newton,1345,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 1813 0416 1300 1309 0913,33,F,H,102,SIDEWALK,216,SCISSORS,IC,Invest Cont,236,,,,1100 E  40TH                         PL,,34.0102,-118.2565
200109403,3/19/20 0:00,3/18/20 0:00,2300,03/19/2020,03/19/2020,43909,19,3,2020,Tue,0.958333333,23:00,11:00 PM,11:00 PM,03/19/2020 0.958333333333333,1,Central,192,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0416 1414 2000 0447 0913 2004,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AO,Adult Other,236,,,,1300 S  OLIVE                        ST,,34.0381,-118.2629
201107926,4/1/20 0:00,4/1/20 0:00,900,04/01/2020,04/01/2020,43922,1,4,2020,Mon,0.375,09:00,9:00 AM,9:00 AM,04/01/2020 0.375,11,Northeast,1163,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408 0448,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,4800    LEXINGTON                    AV,,34.0935,-118.2937
201212206,5/5/20 0:00,4/30/20 0:00,1500,05/05/2020,05/05/2020,43956,5,5,2020,Wed,0.625,15:00,3:00 PM,3:00 PM,05/05/2020 0.625,12,77th Street,1211,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 1243 1813 0913 0334 0421 0445 2034 0416,27,F,H,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,236,,,,5300    4TH                          AV,,33.9941,-118.3214
201108248,4/13/20 0:00,4/10/20 0:00,1500,04/13/2020,04/13/2020,43934,13,4,2020,Tue,0.625,15:00,3:00 PM,3:00 PM,04/13/2020 0.625,11,Northeast,1144,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0447 0913,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,2700    GLENDALE                     BL,,34.1008,-118.2668
201107713,3/25/20 0:00,3/25/20 0:00,45,03/25/2020,03/25/2020,43915,25,3,2020,Tue,0.03125,00:45,12:45 AM,12:45 AM,03/25/2020 0.03125,11,Northeast,1135,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1302 1601 0344 0408 0421 0432 1813 0369 2000 0913,48,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,3600    VERDUGO                      RD,,34.116,-118.234
201809284,4/7/20 0:00,4/7/20 0:00,1400,04/07/2020,04/07/2020,43928,7,4,2020,Thu,0.583333333,14:00,2:00 PM,2:00 PM,04/07/2020 0.583333333333333,18,Southeast,1801,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0451 1814 2000 0913,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,8900    BARING CROSS                 AV,,33.9565,-118.2893
200608862,4/7/20 0:00,3/15/20 0:00,1,04/07/2020,04/07/2020,43928,7,4,2020,Thu,0.000694444,00:01,12:01 AM,12:01 AM,04/07/2020 0.000694444444444444,6,Hollywood,643,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1821 0913 0400,42,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,7300    HOLLYWOOD                    BL,,34.1016,-118.3489
200109948,4/2/20 0:00,4/2/20 0:00,230,04/02/2020,04/02/2020,43923,2,4,2020,Tue,0.104166667,02:30,2:30 AM,2:30 AM,04/02/2020 0.104166666666667,1,Central,111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2060 1414 0416 1813 2000 0408 2004 1218 0913,37,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,ARCADIA,MAIN,34.0553,-118.2391
201210629,4/9/20 0:00,4/9/20 0:00,530,04/09/2020,04/09/2020,43930,9,4,2020,Wed,0.229166667,05:30,5:30 AM,5:30 AM,04/09/2020 0.229166666666667,12,77th Street,1269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0400 0416 1814 2000,37,M,H,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,IC,Invest Cont,236,,,,400 E  84TH                         PL,,33.962,-118.2673
200907167,3/10/20 0:00,3/8/20 0:00,300,03/10/2020,03/10/2020,43900,10,3,2020,Tue,0.125,03:00,3:00 AM,3:00 AM,03/10/2020 0.125,9,Van Nuys,938,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0416 0446 1813 0913 0448,40,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,5700    FULTON                       AV,,34.1814,-118.4263
200209547,4/29/20 0:00,4/29/20 0:00,142,04/29/2020,04/29/2020,43950,29,4,2020,Fri,0.070833333,01:42,1:42 AM,1:42 AM,04/29/2020 0.0708333333333333,2,Rampart,215,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 0421 2000,41,F,H,101,STREET,102,HAND GUN,AO,Adult Other,236,998,,,BEVERLY                      BL,VERMONT                      AV,34.0757,-118.2777
201809589,4/14/20 0:00,4/14/20 0:00,1000,04/14/2020,04/14/2020,43935,14,4,2020,Mon,0.416666667,10:00,10:00 AM,10:00 AM,04/14/2020 0.416666666666667,18,Southeast,1849,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0906 2000 0421 0302,29,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,236,,,,GRAPE                        ST,115TH                        ST,33.9305,-118.2363
201108212,4/10/20 0:00,4/10/20 0:00,2000,04/10/2020,04/10/2020,43931,10,4,2020,Mon,0.833333333,20:00,8:00 PM,8:00 PM,04/10/2020 0.833333333333333,11,Northeast,1139,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1419 2000 0400 0416 0302 1402 1407 1270 0906 0913,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,236,998,,,200 S  AVENUE 63,,34.1136,-118.1836
200110382,4/13/20 0:00,4/13/20 0:00,430,04/13/2020,04/13/2020,43934,13,4,2020,Sun,0.1875,04:30,4:30 AM,4:30 AM,04/13/2020 0.1875,1,Central,174,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 0319 0411 0913 1402 2000 1218,34,F,B,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,236,998,,,700 S  MAIN                         ST,,34.0439,-118.2514
200305525,1/27/20 0:00,1/26/20 0:00,100,01/27/2020,01/27/2020,43857,27,1,2020,Tue,0.041666667,01:00,1:00 AM,1:00 AM,01/27/2020 0.0416666666666667,3,Southwest,337,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416 0446 1309,23,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,2900 S  HOBART                       BL,,34.0291,-118.3078
202107123,3/8/20 0:00,3/8/20 0:00,1840,03/08/2020,03/08/2020,43898,8,3,2020,Sat,0.777777778,18:40,6:40 PM,6:40 PM,03/08/2020 0.777777777777778,21,Topanga,2146,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416 0400 0408 0913,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,236,,,,7100    MILWOOD                      AV,,34.1992,-118.5943
200312754,6/16/20 0:00,6/16/20 0:00,915,06/16/2020,06/16/2020,43998,16,6,2020,Fri,0.385416667,09:15,9:15 AM,9:15 AM,06/16/2020 0.385416666666667,3,Southwest,363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1813 1814 0447 0416 2021 1202,66,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,4100    BUCKINGHAM                   RD,,34.0121,-118.3423
200907425,3/14/20 0:00,3/13/20 0:00,845,03/14/2020,03/14/2020,43904,14,3,2020,Tue,0.364583333,08:45,8:45 AM,8:45 AM,03/14/2020 0.364583333333333,9,Van Nuys,914,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0408 0416,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6900    CEDROS                       AV,,34.1958,-118.4531
200311045,5/8/20 0:00,5/8/20 0:00,1642,05/08/2020,05/08/2020,43959,8,5,2020,Thu,0.695833333,16:42,4:42 PM,4:42 PM,05/08/2020 0.695833333333333,3,Southwest,331,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0334 0431 0401 1814 0329 1402,35,M,B,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,IC,Invest Cont,236,,,,4700    FERNDALE                     ST,,34.0287,-118.3483
200211409,6/16/20 0:00,6/14/20 0:00,1700,06/16/2020,06/16/2020,43998,16,6,2020,Sun,0.708333333,17:00,5:00 PM,5:00 PM,06/16/2020 0.708333333333333,2,Rampart,201,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 1813 0421 2021 0913,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,700 N  HELIOTROPE                   DR,,34.0836,-118.295
202108333,4/16/20 0:00,4/16/20 0:00,1340,04/16/2020,04/16/2020,43937,16,4,2020,Sun,0.569444444,13:40,1:40 PM,1:40 PM,04/16/2020 0.569444444444444,21,Topanga,2187,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 1813 2000,36,F,W,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,236,,,,21900    SAN MIGUEL                   ST,,34.1586,-118.6045
202106143,2/16/20 0:00,2/16/20 0:00,2120,02/16/2020,02/16/2020,43877,16,2,2020,Tue,0.888888889,21:20,9:20 PM,9:20 PM,02/16/2020 0.888888888888889,21,Topanga,2177,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0444 0429 0408 1814 0913,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,5500    CANOGA                       AV,,34.1715,-118.5974
201209490,3/22/20 0:00,3/22/20 0:00,2330,03/22/2020,03/22/2020,43912,22,3,2020,Sun,0.979166667,23:30,11:30 PM,11:30 PM,03/22/2020 0.979166666666667,12,77th Street,1266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0448 0408 0444 0429 0416 0319 0432,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,800 W  80TH                         ST,,33.9667,-118.2871
202006358,2/18/20 0:00,2/18/20 0:00,1500,02/18/2020,02/18/2020,43879,18,2,2020,Mon,0.625,15:00,3:00 PM,3:00 PM,02/18/2020 0.625,20,Olympic,2027,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0400 0408,30,F,K,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,500 S  CATALINA                     ST,,34.0654,-118.2954
201908676,4/12/20 0:00,4/12/20 0:00,2025,04/12/2020,04/12/2020,43933,12,4,2020,Tue,0.850694444,20:25,8:25 PM,8:25 PM,04/12/2020 0.850694444444445,19,Mission,1984,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 0449 2000 1814 2002 0329,51,F,H,501,SINGLE FAMILY DWELLING,204,FOLDING KNIFE,AA,Adult Arrest,236,,,,8400    CEDROS                       AV,,34.2265,-118.4565
201809228,4/6/20 0:00,4/6/20 0:00,1530,04/06/2020,04/06/2020,43927,6,4,2020,Thu,0.645833333,15:30,3:30 PM,3:30 PM,04/06/2020 0.645833333333333,18,Southeast,1835,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 1813 1243 0447 0416 0913,20,M,B,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,236,998,,,10500    PARMELEE                     AV,,0,0
202007864,3/24/20 0:00,3/23/20 0:00,2345,03/24/2020,03/24/2020,43914,24,3,2020,Mon,0.989583333,23:45,11:45 PM,11:45 PM,03/24/2020 0.989583333333333,20,Olympic,2036,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 2002 0448 0432 0424 0329 0368 0913,39,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,3100 W  7TH                          ST,,34.0598,-118.2916
201205049,1/16/20 0:00,1/16/20 0:00,400,01/16/2020,01/16/2020,43846,16,1,2020,Sat,0.166666667,04:00,4:00 AM,4:00 AM,01/16/2020 0.166666666666667,12,77th Street,1256,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0416 2004 1402 0319 0448 0447 0444,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312,PIPE/METAL PIPE,AO,Adult Other,236,,,,7300 S  FIGUEROA                     ST,,33.9737,-118.2827
201809538,4/13/20 0:00,4/13/20 0:00,1200,04/13/2020,04/13/2020,43934,13,4,2020,Thu,0.5,12:00,12:00 PM,12:00 PM,04/13/2020 0.5,18,Southeast,1823,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0448 0408 0417 0431 0906,26,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,AVALON,103RD                        ST,33.9429,-118.2652
